97.5,139.88
98,140.23
98.5,140.57
99,140.92
99.5,141.26
100,141.59
100.5,141.93
101,142.26
101.5,142.59
102,142.91
102.5,143.23
103,143.55
103.5,143.86
104,144.17
104.5,144.48
105,144.78
105.5,145.09
106,145.38
106.5,145.68
107,145.97
107.5,146.26
108,146.55
108.5,146.83
109,147.11
109.5,147.39
110,147.67
110.5,147.94
111,148.21
111.5,148.48
112,148.74
112.5,149
113,149.26
113.5,149.52
114,149.78
114.5,150.03
115,150.28
115.5,150.52
116,150.77
116.5,151.01
117,151.25
117.5,151.49
118,151.72
118.5,151.95
119,152.18
119.5,152.41
120,152.64
120.5,152.86
121,153.08
121.5,153.3
122,153.52
122.5,153.73
123,153.94
123.5,154.15
124,154.36
124.5,154.57
125,154.77
125.5,154.97
126,155.17
126.5,155.37
127,155.57
127.5,155.76
128,155.95
128.5,156.14
129,156.33
129.5,156.52
130,156.7
130.5,156.88
131,157.07
131.5,157.24
132,157.42
132.5,157.6
133,157.77
133.5,157.94
134,158.11
134.5,158.28
135,158.45
135.5,158.61
136,158.78
136.5,158.94
137,159.1
137.5,159.26
138,159.42
138.5,159.57
139,159.73
139.5,159.88
140,160.03
140.5,160.18
141,160.33
141.5,160.47
142,160.62
142.5,160.76
143,160.9
143.5,161.04
144,161.18
144.5,161.32
145,161.46
145.5,161.59
146,161.73
146.5,161.86
147,161.99
147.5,162.12
148,162.25
148.5,162.38
149,162.5
149.5,162.63
150,162.75
150.5,162.87
151,162.99
151.5,163.11
152,163.23
152.5,163.35
153,163.47
153.5,163.58
154,163.7
154.5,163.81
155,163.92
155.5,164.03
156,164.14
156.5,164.25
157,164.36
157.5,164.46
158,164.57
158.5,164.67
159,164.77
159.5,164.88
160,164.98
160.5,165.08
161,165.18
161.5,165.27
162,165.37
162.5,165.47
163,165.56
163.5,165.66
164,165.75
164.5,165.84
165,165.93
165.5,166.03
166,166.12
166.5,166.21
167,166.29
167.5,166.38
168,166.47
168.5,166.56
169,166.65
169.5,166.74
170,166.83
170.5,166.92
171,167.01
171.5,167.1
172,167.19
172.5,167.29
173,167.38
173.5,167.49
174,167.59
174.5,167.7
175,167.81
175.5,167.93
176,168.05
176.5,168.18
177,168.31
177.5,168.45
178,168.59
178.5,168.75
179,168.9
179.5,169.07
180,169.24
180.5,169.41
181,169.6
181.5,169.78
182,169.98
182.5,170.18
183,170.38
183.5,170.59
184,170.81
184.5,171.03
185,171.25
185.5,171.47
186,171.7
186.5,171.93
187,172.16
187.5,172.39
188,172.62
188.5,172.86
189,173.09
189.5,173.32
190,173.56
190.5,173.79
191,174.02
191.5,174.26
192,174.49
192.5,174.72
193,174.94
193.5,175.17
194,175.39
194.5,175.62
195,175.84
195.5,176.06
196,176.28
196.5,176.5
197,176.73
197.5,176.95
198,177.18
198.5,177.4
199,177.63
199.5,177.86
200,178.09
200.5,178.33
201,178.58
201.5,178.83
202,179.09
202.5,179.36
203,179.63
203.5,179.93
204,180.23
204.5,180.55
205,180.89
205.5,181.25
206,181.62
206.5,182.01
207,182.42
207.5,182.86
208,183.32
208.5,183.79
209,184.28
209.5,184.8
210,185.32
210.5,185.87
211,186.43
211.5,187
212,187.58
212.5,188.18
213,188.78
213.5,189.4
214,190.02
214.5,190.64
215,191.26
215.5,191.89
216,192.51
216.5,193.14
217,193.76
217.5,194.37
218,194.99
218.5,195.6
219,196.2
219.5,196.8
220,197.39
220.5,197.97
221,198.55
221.5,199.12
222,199.69
222.5,200.25
223,200.79
223.5,201.34
224,201.87
224.5,202.4
225,202.92
225.5,203.43
226,203.93
226.5,204.42
227,204.89
227.5,205.36
228,205.81
228.5,206.25
229,206.68
229.5,207.1
230,207.51
230.5,207.92
231,208.31
231.5,208.7
232,209.08
232.5,209.46
233,209.83
233.5,210.19
234,210.55
234.5,210.91
235,211.26
235.5,211.61
236,211.95
236.5,212.3
237,212.64
237.5,212.97
238,213.3
238.5,213.63
239,213.96
239.5,214.3
240,214.63
240.5,214.97
241,215.31
241.5,215.65
242,216
242.5,216.35
243,216.7
243.5,217.05
244,217.41
244.5,217.76
245,218.12
245.5,218.48
246,218.85
246.5,219.21
247,219.57
247.5,219.93
248,220.29
248.5,220.65
249,221.01
249.5,221.37
250,221.73
250.5,222.08
251,222.44
251.5,222.79
252,223.14
252.5,223.48
253,223.83
253.5,224.17
254,224.51
254.5,224.85
255,225.18
255.5,225.51
256,225.84
256.5,226.16
257,226.49
257.5,226.8
258,227.12
258.5,227.43
259,227.74
259.5,228.05
260,228.35
260.5,228.65
261,228.95
261.5,229.24
262,229.53
262.5,229.82
263,230.11
263.5,230.39
264,230.67
264.5,230.94
265,231.22
265.5,231.49
266,231.75
266.5,232.02
267,232.28
267.5,232.53
268,232.79
268.5,233.04
269,233.29
269.5,233.54
270,233.78
270.5,234.02
271,234.26
271.5,234.5
272,234.73
272.5,234.96
273,235.19
273.5,235.41
274,235.64
274.5,235.86
275,236.08
275.5,236.29
276,236.5
276.5,236.71
277,236.92
277.5,237.13
278,237.33
278.5,237.53
279,237.73
279.5,237.93
280,238.12
280.5,238.32
281,238.51
281.5,238.69
282,238.88
282.5,239.06
283,239.24
283.5,239.42
284,239.6
284.5,239.78
285,239.95
285.5,240.12
286,240.29
286.5,240.46
287,240.62
287.5,240.78
288,240.94
288.5,241.09
289,241.23
289.5,241.37
290,241.5
290.5,241.63
291,241.75
291.5,241.86
292,241.96
292.5,242.04
293,242.12
293.5,242.18
294,242.23
294.5,242.26
295,242.28
295.5,242.28
296,242.27
296.5,242.24
297,242.2
297.5,242.14
298,242.07
298.5,241.98
299,241.89
299.5,241.78
300,241.66
300.5,241.52
301,241.37
301.5,241.2
302,241.01
302.5,240.81
303,240.59
303.5,240.35
304,240.1
304.5,239.82
305,239.53
305.5,239.22
306,238.89
306.5,238.54
307,238.17
307.5,237.78
308,237.37
308.5,236.95
309,236.5
309.5,236.04
310,235.55
310.5,235.05
311,234.53
311.5,234
312,233.44
312.5,232.87
313,232.29
313.5,231.69
314,231.07
314.5,230.45
315,229.8
315.5,229.15
316,228.48
316.5,227.8
317,227.11
317.5,226.41
318,225.7
318.5,224.98
319,224.25
319.5,223.51
320,222.77
320.5,222.01
321,221.25
321.5,220.48
322,219.71
322.5,218.93
323,218.15
323.5,217.36
324,216.57
324.5,215.77
325,214.97
325.5,214.16
326,213.35
326.5,212.54
327,211.73
327.5,210.91
328,210.1
328.5,209.28
329,208.46
329.5,207.64
330,206.82
330.5,205.99
331,205.17
331.5,204.35
332,203.52
332.5,202.7
333,201.88
333.5,201.06
334,200.23
334.5,199.41
335,198.59
335.5,197.78
336,196.96
336.5,196.14
337,195.33
337.5,194.51
338,193.7
338.5,192.89
339,192.08
339.5,191.28
340,190.48
340.5,189.67
341,188.87
341.5,188.08
342,187.28
342.5,186.49
343,185.7
343.5,184.91
344,184.13
344.5,183.35
345,182.57
345.5,181.79
346,181.02
346.5,180.24
347,179.48
347.5,178.71
348,177.95
348.5,177.19
349,176.43
349.5,175.68
350,174.93
350.5,174.18
351,173.43
351.5,172.69
352,171.96
352.5,171.22
353,170.49
353.5,169.76
354,169.03
354.5,168.31
355,167.59
355.5,166.87
356,166.16
356.5,165.45
357,164.74
357.5,164.04
358,163.34
358.5,162.64
359,161.95
359.5,161.26
360,160.57
360.5,159.89
361,159.2
361.5,158.53
362,157.85
362.5,157.18
363,156.51
363.5,155.84
364,155.18
364.5,154.52
365,153.87
365.5,153.21
366,152.56
366.5,151.92
367,151.27
367.5,150.63
368,150
368.5,149.36
369,148.73
369.5,148.1
370,147.48
370.5,146.86
371,146.24
371.5,145.62
372,145.01
372.5,144.4
373,143.79
